YEAR,VALUE,COUNTRY,HS CODE
2018,,Kosovo,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Kosovo,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Kosovo,"9306308000--PARTS OF CARATRIDGES, NESOI"
2018,,Kosovo,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2018,,Kuwait,8710000030--TRACKED (INCLUDING HALF-TRACKED) VEHICLES
2018,,Kuwait,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Kuwait,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Kuwait,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Kuwait,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Kuwait,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Kuwait,"8906100000--WARSHIPS (INCL SUBMARINES, TROOPSHIPS ETC.)"
2018,,Kuwait,9301100010--SELF-PROPELLED ARTILLERY WEAPONS (MILITARY)
2018,,Kuwait,9305913020--SUPPRESSORS OF OTHER MIL WEAPONS HEAD 9301 NESOI
2018,,Kuwait,9305913040--PARTS & ACCES OF OTHER MLTRY WEAPONS OF 9301 NESOI
2018,,Kuwait,9306900020--GUIDED MISSLES
2018,,Kuwait,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Kyrgyzstan,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Kyrgyzstan,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Kyrgyzstan,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Kyrgyzstan,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Kyrgyzstan,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Kyrgyzstan,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Kyrgyzstan,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Kyrgyzstan,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Kyrgyzstan,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Kyrgyzstan,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Kyrgyzstan,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Kyrgyzstan,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Kyrgyzstan,"9306308000--PARTS OF CARATRIDGES, NESOI"
2018,,Kyrgyzstan,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Laos,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Laos,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Laos,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Laos,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Laos,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Laos,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Latvia,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2018,,Latvia,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Latvia,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Latvia,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Latvia,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2018,,Latvia,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Latvia,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Latvia,8805210000--AIR COMBAT SIMULATORS  AND PARTS THEREOF
2018,,Latvia,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Latvia,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Latvia,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Latvia,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Latvia,9301903000--MILITARY RIFLES
2018,,Latvia,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Latvia,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Latvia,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2018,,Latvia,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Latvia,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Latvia,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Latvia,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2018,,Latvia,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Lebanon,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Lebanon,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Lebanon,8710000030--TRACKED (INCLUDING HALF-TRACKED) VEHICLES
2018,,Lebanon,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Lebanon,"8802120160--USED/REBUILT HELICOP,MILITARY,WGT > 2,000 KG"
2018,,Lebanon,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Lebanon,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Lebanon,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Lebanon,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Lebanon,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Lebanon,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Lebanon,"8906100000--WARSHIPS (INCL SUBMARINES, TROOPSHIPS ETC.)"
2018,,Lebanon,9301100010--SELF-PROPELLED ARTILLERY WEAPONS (MILITARY)
2018,,Lebanon,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2018,,Lebanon,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2018,,Lebanon,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2018,,Lebanon,9305913040--PARTS & ACCES OF OTHER MLTRY WEAPONS OF 9301 NESOI
2018,,Lebanon,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Lebanon,9306290000--PTS FOR SHOTGUN CARTRIDGES AND AIR GUN PELLETS
2018,,Lebanon,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Lebanon,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Lebanon,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Lebanon,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Lebanon,9306900020--GUIDED MISSLES
2018,,Lebanon,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2018,,Lebanon,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Lesotho,. DEFENSE (END USE 50000-90)
2018,,Lesotho,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Liberia,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Liberia,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Liberia,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Liberia,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Liberia,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Liberia,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Liberia,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Liberia,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Libya,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Libya,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Liechtenstein,. DEFENSE (END USE 50000-90)
2018,,Liechtenstein,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Liechtenstein,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Liechtenstein,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Liechtenstein,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Lithuania,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2018,,Lithuania,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Lithuania,"8411124050--TURBOJET A/C TURBINES EX  CIVIL, THRUST OVER 25"
2018,,Lithuania,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Lithuania,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Lithuania,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2018,,Lithuania,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Lithuania,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Lithuania,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Lithuania,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Lithuania,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Lithuania,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Lithuania,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2018,,Lithuania,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Lithuania,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2018,,Lithuania,9305913040--PARTS & ACCES OF OTHER MLTRY WEAPONS OF 9301 NESOI
2018,,Lithuania,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Lithuania,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Lithuania,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Lithuania,"9306304150--EMPTY CARTRIDGES SHELLS, NESOI"
2018,,Lithuania,9306900020--GUIDED MISSLES
2018,,Lithuania,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2018,,Lithuania,9306900060--PARTS FOR GUIDED MISSILES
2018,,Lithuania,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2018,,Luxembourg,"8411114050--TURBOJET A/C TURBINES EXC CIVIL, THRUST LE 25 KN"
2018,,Luxembourg,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2018,,Luxembourg,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Luxembourg,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Luxembourg,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Luxembourg,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Luxembourg,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Luxembourg,9301100010--SELF-PROPELLED ARTILLERY WEAPONS (MILITARY)
2018,,Luxembourg,9301903000--MILITARY RIFLES
2018,,Luxembourg,"9301909030--MACHINE GUNS, MILITARY"
2018,,Luxembourg,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Luxembourg,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Luxembourg,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2018,,Luxembourg,9305913040--PARTS & ACCES OF OTHER MLTRY WEAPONS OF 9301 NESOI
2018,,Luxembourg,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Luxembourg,9306290000--PTS FOR SHOTGUN CARTRIDGES AND AIR GUN PELLETS
2018,,Luxembourg,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Luxembourg,"9306308000--PARTS OF CARATRIDGES, NESOI"
2018,,Luxembourg,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2018,,Luxembourg,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2018,,Luxembourg,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Macao,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Macao,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Macao,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Macao,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Macao,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Macao,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Macedonia,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2018,,Macedonia,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Macedonia,"9301909030--MACHINE GUNS, MILITARY"
2018,,Macedonia,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Macedonia,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Macedonia,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2018,,Macedonia,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Macedonia,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2018,,Macedonia,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2018,,Macedonia,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Madagascar,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Malawi,. DEFENSE (END USE 50000-90)
2018,,Malawi,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Malawi,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Malawi,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Malawi,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Malawi,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Malawi,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2018,,Malawi,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Malaysia,"8411124050--TURBOJET A/C TURBINES EX  CIVIL, THRUST OVER 25"
2018,,Malaysia,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2018,,Malaysia,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Malaysia,"8802110160--USED/REBLT HELICOPTERS,MILITARY,UNLDN WT LT=2000KG"
2018,,Malaysia,8805210000--AIR COMBAT SIMULATORS  AND PARTS THEREOF
2018,,Malaysia,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Malaysia,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Malaysia,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Malaysia,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Malaysia,9301100010--SELF-PROPELLED ARTILLERY WEAPONS (MILITARY)
2018,,Malaysia,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2018,,Malaysia,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2018,,Malaysia,9301906000--MILITARY SHOTGUNS
2018,,Malaysia,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Malaysia,9305912000--PARTS AND ACC  FOR MILITARY SHOTGUNS
2018,,Malaysia,9305913020--SUPPRESSORS OF OTHER MIL WEAPONS HEAD 9301 NESOI
2018,,Malaysia,9305913040--PARTS & ACCES OF OTHER MLTRY WEAPONS OF 9301 NESOI
2018,,Malaysia,9306290000--PTS FOR SHOTGUN CARTRIDGES AND AIR GUN PELLETS
2018,,Malaysia,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Malaysia,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Malaysia,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Malaysia,9306900060--PARTS FOR GUIDED MISSILES
2018,,Malaysia,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2018,,Maldive Islands,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Maldive Islands,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2018,,Maldive Islands,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Maldive Islands,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Maldive Islands,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2018,,Maldive Islands,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Maldive Islands,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Maldive Islands,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Maldive Islands,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Maldive Islands,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Maldive Islands,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Maldive Islands,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Maldive Islands,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Maldive Islands,9301903000--MILITARY RIFLES
2018,,Maldive Islands,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Maldive Islands,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Maldive Islands,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Mali,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Mali,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Mali,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2018,,Mali,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Mali,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Mali,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Mali,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Mali,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Mali,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Mali,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Mali,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Mali,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2018,,Mali,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Mali,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Mali,"9306308000--PARTS OF CARATRIDGES, NESOI"
2018,,Mali,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2018,,Mali,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Malta and Gozo,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2018,,Malta and Gozo,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Malta and Gozo,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Malta and Gozo,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Malta and Gozo,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Malta and Gozo,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Malta and Gozo,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Malta and Gozo,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Malta and Gozo,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Malta and Gozo,"9301909030--MACHINE GUNS, MILITARY"
2018,,Malta and Gozo,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Malta and Gozo,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2018,,Malta and Gozo,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2018,,Malta and Gozo,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2018,,Malta and Gozo,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Marshall Islands,"8411114050--TURBOJET A/C TURBINES EXC CIVIL, THRUST LE 25 KN"
2018,,Marshall Islands,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Marshall Islands,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Marshall Islands,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Marshall Islands,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Marshall Islands,8807200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Marshall Islands,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Marshall Islands,9301903000--MILITARY RIFLES
2018,,Marshall Islands,9306900060--PARTS FOR GUIDED MISSILES
2018,,Marshall Islands,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Martinique,. DEFENSE (END USE 50000-90)
2018,,Martinique,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Martinique,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Martinique,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Martinique,"8807909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Mauritania,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2018,,Mauritania,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2018,,Mauritania,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Mauritania,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2018,,Mauritania,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2018,,Mauritania,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2018,,Mauritania,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Mauritania,9301903000--MILITARY RIFLES
2018,,Mauritania,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2018,,Mauritania,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Mauritania,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2018,,Mauritania,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2018,,Mauritania,9306304140--EMPTY CARTRIDGES SHELLS FOR RIFLES OR PISTOLS
2018,,Mauritania,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2018,,Mauritius,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2018,,Mauritius,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2018,,Mauritius,8807100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2018,,Mauritius,"8807300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Mauritius,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2018,,Mauritius,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2018,,Mauritius,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2018,,Mayotte,. DEFENSE (END USE 50000-90)
2018,,Mayotte,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2018,,Mexico,"8411114050--TURBOJET A/C TURBINES EXC CIVIL, THRUST LE 25 KN"
2018,,Mexico,"8411124050--TURBOJET A/C TURBINES EX  CIVIL, THRUST OVER 25"
