YEAR,VALUE,COUNTRY,HS CODE
2015,$673136,Bahrain,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$674159,France,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$675204,Denmark,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$678288,Hong Kong,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$680439,Oman,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$683753,Ukraine,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2015,$684000,Oman,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2015,$684665,Italy,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$688807,Australia,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2015,$689035,Turkey,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$689244,Turkey,9306900020--GUIDED MISSLES
2015,$690645,Malaysia,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$693076,Nicaragua,. DEFENSE (END USE 50000-90)
2015,$693305,New Zealand,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2015,$694400,Qatar,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$694971,Panama,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$695528,Israel,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$696768,Finland,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$696786,Finland,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$699600,Thailand,"9301909030--MACHINE GUNS, MILITARY"
2015,$700089,Spain,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$701918,Switzerland,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$702694,Argentina,9306290000--PTS FOR SHOTGUN CARTRIDGES AND AIR GUN PELLETS
2015,$703533,Portugal,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$704152,Ukraine,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$704323,Jordan,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$704698,Botswana,. DEFENSE (END USE 50000-90)
2015,$705658,Lebanon,9301903000--MILITARY RIFLES
2015,$708621,Belgium,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$709549,Italy,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2015,$710048,Japan,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$712597,Kuwait,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$712920,Pakistan,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2015,$713085,New Zealand,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$714422,Peru,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$715404,Paraguay,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$715865,Spain,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2015,$716967,Finland,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$717984,Kuwait,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2015,$720782,Austria,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$721377,India,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$725524,Philippines,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$729000,Spain,"8411124050--TURBOJET A/C TURBINES EX  CIVIL, THRUST OVER 25"
2015,$730234,United Arab Emirates,9301100010--SELF-PROPELLED ARTILLERY WEAPONS (MILITARY)
2015,$731621,Mexico,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$735629,Spain,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$737366,Canada,9306900060--PARTS FOR GUIDED MISSILES
2015,$738272,Canada,"9301909030--MACHINE GUNS, MILITARY"
2015,$739144,Brazil,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$741236,Trinidad and Tobago,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2015,$741366,Turkey,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2015,$742656,Italy,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$746006,Oman,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$746888,Indonesia,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2015,$749854,French Polynesia,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2015,$752966,Djibouti,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$755343,Brunei,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2015,$756867,Lebanon,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2015,$757044,Israel,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2015,$762933,Jordan,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$763476,Thailand,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$771443,Lebanon,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$773436,Switzerland,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$774112,New Zealand,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$776782,China,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$777280,Lebanon,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$777635,Congo,. DEFENSE (END USE 50000-90)
2015,$777862,Qatar,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$784199,New Zealand,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$784683,United Arab Emirates,8805210000--AIR COMBAT SIMULATORS  AND PARTS THEREOF
2015,$789175,Somalia,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$789290,United Arab Emirates,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$795174,New Zealand,"8411214050--TURBOPRPELLR A/C TBN, EX CIVIL, POWR NT OV 1100 KW"
2015,$797640,Sweden,"9301909030--MACHINE GUNS, MILITARY"
2015,$799148,Aruba,. DEFENSE (END USE 50000-90)
2015,$799433,French Polynesia,. DEFENSE (END USE 50000-90)
2015,$808743,Saudi Arabia,"9306304130--CARTRIDGES CONTAINING A PROJECTILE, NESOI"
2015,$809726,Turkey,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$809858,Colombia,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$812691,India,9306900060--PARTS FOR GUIDED MISSILES
2015,$813941,Belgium,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$814320,Guatemala,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$815796,Korea,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
2015,$815973,Poland,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$818397,Korea,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$822081,Denmark,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$829151,Thailand,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$831989,Bahrain,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$834055,Kenya,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$835794,United Arab Emirates,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$837885,Singapore,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2015,$838975,Pakistan,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$844070,Turkey,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$844742,Israel,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$845309,Poland,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$845753,Taiwan,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$845920,Haiti,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2015,$848558,Sweden,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2015,$849975,Albania,. DEFENSE (END USE 50000-90)
2015,$850533,Norway,9306900060--PARTS FOR GUIDED MISSILES
2015,$851484,Japan,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2015,$855651,Korea,"8710000060--ARMORED FIGHTING VEH,MOTORIZED,NESOI"
2015,$855713,Philippines,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$862168,Oman,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$865777,Philippines,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$869675,Peru,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$872763,Egypt,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$883200,Tunisia,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2015,$884956,Germany,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$886824,Kazakhstan,"9301909030--MACHINE GUNS, MILITARY"
2015,$889664,Australia,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$897380,Panama,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$900043,Ethiopia,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$905180,Chile,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$905294,Cyprus,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$911883,United Kingdom,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2015,$912844,Estonia,. DEFENSE (END USE 50000-90)
2015,$918531,Belgium,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$921056,New Zealand,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$930134,Qatar,"8411824050--GAS TURBINE A/C TBN EXC CIVIL, OVER 5000 KW"
2015,$931070,Nepal,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$933030,Jordan,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$936312,Poland,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$948126,China,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$948208,Netherlands,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2015,$952466,Thailand,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$953015,Belgium,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$954510,United Kingdom,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$954823,Tunisia,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$958544,France,"8411214050--TURBOPRPELLR A/C TBN, EX CIVIL, POWR NT OV 1100 KW"
2015,$963217,New Zealand,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$971710,Curacao,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$975138,Japan,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$977238,Jordan,8710000030--TRACKED (INCLUDING HALF-TRACKED) VEHICLES
2015,$978915,Switzerland,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$985795,Brazil,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$986158,Germany,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2015,$988467,Israel,"8411824050--GAS TURBINE A/C TBN EXC CIVIL, OVER 5000 KW"
2015,$990075,Djibouti,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$998428,Japan,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1001508,Chile,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2015,$1001995,Haiti,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2015,$1005501,Pakistan,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1015950,Japan,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1017540,Jordan,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$1020839,United Arab Emirates,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$1025000,Turkey,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$1025150,Bolivia,"8411824050--GAS TURBINE A/C TBN EXC CIVIL, OVER 5000 KW"
2015,$1027433,Saudi Arabia,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$1030680,Ghana,"9301909030--MACHINE GUNS, MILITARY"
2015,$1031012,United Arab Emirates,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2015,$1031503,New Zealand,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$1038504,France,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2015,$1043228,Thailand,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$1045088,Switzerland,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1049688,Indonesia,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1050121,Indonesia,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$1052843,United Kingdom,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2015,$1056390,Chile,9301903000--MILITARY RIFLES
2015,$1061223,Chile,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1062914,Philippines,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1066439,Luxembourg,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1074161,Brunei,. DEFENSE (END USE 50000-90)
2015,$1080286,United Arab Emirates,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1082166,Pakistan,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1084240,Vietnam,. DEFENSE (END USE 50000-90)
2015,$1085440,Oman,9306290000--PTS FOR SHOTGUN CARTRIDGES AND AIR GUN PELLETS
2015,$1085867,Taiwan,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$1091778,Malaysia,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1101142,Japan,8805210000--AIR COMBAT SIMULATORS  AND PARTS THEREOF
2015,$1105853,Algeria,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$1111806,Netherlands,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1120895,Afghanistan,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1121365,United Arab Emirates,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$1122353,Belgium,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$1124093,Australia,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1133673,Turkey,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1140028,Germany,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2015,$1143348,Canada,"9307000000--SWORDS, CUTLASSES, BAYONETS, & SIML ARMS & PARTS"
2015,$1146004,Uruguay,. DEFENSE (END USE 50000-90)
2015,$1151157,Latvia,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$1157307,Thailand,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1165330,Spain,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$1169888,Jordan,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1182690,Poland,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1185650,Turkey,"9301909030--MACHINE GUNS, MILITARY"
2015,$1189680,Norway,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1192291,Turkey,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$1199864,Costa Rica,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1200000,Thailand,"8411114050--TURBOJET A/C TURBINES EXC CIVIL, THRUST LE 25 KN"
2015,$1212699,Belgium,"9301100080--ARTILLERY WEAPONS, MILITARY, EXC SELF-PROPELLED"
2015,$1213233,Sweden,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1215585,Djibouti,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$1216137,Sweden,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1222322,Chile,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1224639,France,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$1234437,Mexico,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1236037,Germany,"9301909030--MACHINE GUNS, MILITARY"
2015,$1236587,Singapore,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2015,$1236958,Sweden,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$1237787,Iraq,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1245882,Qatar,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$1246980,Nepal,. DEFENSE (END USE 50000-90)
2015,$1248644,Germany,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1249811,Czech Republic,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$1251779,Kiribati (Gilbert Isl),. DEFENSE (END USE 50000-90)
2015,$1251779,Kiribati (Gilbert Isl),"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1254362,Austria,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1262294,India,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$1267975,Russia,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1268286,Philippines,"9306900040--BOMBS, GRENADES, TORPEDOS, & SIML MUNITIONS OF WAR"
2015,$1271419,Spain,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1272560,Denmark,"8803909060--OTHER PARTS,NESOI,FOR OTHER MILITARY AIR&SPACECRFT"
2015,$1278772,Afghanistan,"8411997050--PARTS OF GAS TURBINE A/C ENG, EXC CIVIL A/C"
2015,$1281423,Argentina,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1288843,Bahrain,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1294064,Mexico,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2015,$1295143,Iraq,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$1298383,Saudi Arabia,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$1302607,Italy,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1306410,United Kingdom,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$1309303,Kazakhstan,. DEFENSE (END USE 50000-90)
2015,$1316290,Romania,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$1318052,Mexico,"9301909030--MACHINE GUNS, MILITARY"
2015,$1318630,Netherlands,8407100090--SPK-IGN REC OR ROT INT COM PST TYP A/C ENG EXC CIV
2015,$1320454,Spain,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2015,$1321905,Netherlands,"9301909030--MACHINE GUNS, MILITARY"
2015,$1322400,Paraguay,"9301909030--MACHINE GUNS, MILITARY"
2015,$1326268,Argentina,"8411917050--PARTS OF TURBOJET & TURBOPROPELLR A/C ENG,EX CIVIL"
2015,$1331961,Turkey,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$1335091,Norway,"9306308000--PARTS OF CARATRIDGES, NESOI"
2015,$1344822,Singapore,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1353149,Saudi Arabia,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1355827,Bangladesh,"8803300060--OTHER PARTS,NESOI,OF MILITARY AIRPLANES/HELICOPTRS"
2015,$1356427,Argentina,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1359243,Egypt,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1366018,Tunisia,"8710000090--PARTS OF ARMORED FIGHTING VEHICLES,MOTORIZED"
2015,$1367342,Paraguay,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1368861,Belgium,9306304110--CARTRIDGES FOR RIFLE OR PISTOLS .22 CALIBER
2015,$1369677,Brazil,"9014208080--INST & APPLN, AERONAUTICAL/SPACE NAVIGATION, NESOI"
2015,$1381600,Bahrain,9301903000--MILITARY RIFLES
2015,$1384428,United Arab Emirates,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$1390321,Norway,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$1392589,Hungary,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1392835,Switzerland,9305913010--PTS & ACC MILITARY ARTILLERY WEAPONS OF 9301.10
2015,$1393370,Uganda,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$1396399,Thailand,"8411814050--GAS TURBINE A/C TBN EXC CIVIL, 5000 KW AND UNDER"
2015,$1401645,Colombia,9301903000--MILITARY RIFLES
2015,$1404585,Spain,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1417698,Brazil,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1419158,Japan,"8411214050--TURBOPRPELLR A/C TBN, EX CIVIL, POWR NT OV 1100 KW"
2015,$1420065,Afghanistan,8803100060--PROPLLRS & ROTORS & PRTS THEREOF FOR MLTARY AIRCFT
2015,$1426868,Ecuador,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1428192,Belgium,"9306900080--PARTS FOR BOMBS, GRENADES, & SIML MUNITIONS OF WAR"
2015,$1436584,Australia,"9301909090--MILITARY WEAPONS, EXC ARMS OF HEADING 9307, NESOI"
2015,$1438154,Belgium,9306210000--SHOTGUN CARTRIDGES AND PARTS THEREOF
2015,$1439004,Ukraine,9301903000--MILITARY RIFLES
2015,$1439990,Jamaica,"8906100000--WARSHIPS (INCL SUBMARINES, TROOPSHIPS ETC.)"
2015,$1447474,Bulgaria,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1447712,New Zealand,8805210000--AIR COMBAT SIMULATORS  AND PARTS THEREOF
2015,$1448084,Bahamas,8409100080--PARTS FOR SP-IG OR COMP-IG FOR USE IN A/C EX CIVIL
2015,$1451351,Indonesia,9306304160--CARTRIDGES NOT CONTAINING A PROJECTILE & NT EMPTY
2015,$1453370,Germany,"8411224050--TURBOPROPELLER A/C TBN EXCEPT CIVIL, OV 1100 KW"
2015,$1455752,Brazil,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1471266,Jordan,"9301909030--MACHINE GUNS, MILITARY"
2015,$1482577,Malaysia,"9301909030--MACHINE GUNS, MILITARY"
2015,$1504417,Colombia,9803200000--MILITARY EQUIPMENTS NOT IDENTIFIED BY KIND
2015,$1506580,Colombia,"8805100000--AIRCRAFT LAUNCHING GEAR,DECK-ARRESTOR,ETC.& PARTS"
2015,$1506703,Kuwait,9305911000--PARTS AND ACCESS FOR MILITARY RIFLES
2015,$1512814,Honduras,"9306304120--CARTRIDGES FOR RIFLE OR PISTOLS, NESOI"
2015,$1518424,Luxembourg,9803100000--MILITARY WEARING APPAREL OF ALL TYPES & MATERIALS
2015,$1520059,United Kingdom,"9301909030--MACHINE GUNS, MILITARY"
2015,$1521401,France,8803200060--UNDERCARRIAGES & PARTS THEREOF FOR MILITRY AIRCRFT
2015,$1524176,Denmark,8804000000--PARACHUTES(ALSO DIRIGIBLE CHUTES)&ROTOCHUTES&PRTS
2015,$1529642,Japan,"9301200000--ROCKET LAUNCHERS & SIMILAR PROJECTORS, MILITARY"
